latitude_dd,longitude_dd,latitude,longitude,eventName,hwmTypeName,hwmQualityName,verticalDatumName,verticalMethodName,approvalMember,markerName,horizontalMethodName,horizontalDatumName,flagMemberName,surveyMemberName,site_no,siteDescription,sitePriorityName,networkNames,stateName,countyName,siteZone,sitePermHousing,site_latitude,site_longitude,hwm_id,waterbody,site_id,event_id,hwm_type_id,hwm_quality_id,hwm_locationdescription,survey_date,elev_ft,vdatum_id,vcollect_method_id,bank,approval_id,marker_id,height_above_gnd,hcollect_method_id,peak_summary_id,hwm_notes,hwm_environment,flag_date,stillwater,hdatum_id,flag_member_id,survey_member_id,uncertainty,hwm_uncertainty,hwm_label,last_updated,last_updated_by,horizontal_datums,vertical_collect_methods,horizontal_collect_methods,hwm_types,hwm_qualities,event,peak_summary,survey_member,marker,approval,files,site,vertical_datums,flag_member,Links
28.67545,-96.6413,28.67545,-96.6413,Harvey Aug 2017,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Glenn Harwell,Stake,Handheld GPS,NAD83,Kristine Blickenstaff,Kellan Strauch,TXCAL20942,"End of Seakist Road near corner with High Bluff Drive near Port Lavaca, TX",,,TX,Calhoun County,,No,28.67545,-96.6413,21317,Gulf of Mexico,20942,180,2,4,"at 28.67545 long -96.64130
Orange painted stake in the backyard of house",9/7/2017 5:00:00 AM,14.44,2,6,N/A,8092,7,0,1,5362,,Coastal,9/5/2017 5:00:00 AM,1,2,1760,1787,0.16,,0905_1015_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
28.6937,-96.66576,28.6937,-96.66576,Harvey Aug 2017,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Glenn Harwell,Stake,Handheld GPS,NAD83,Kristine Blickenstaff,Kellan Strauch,TXCAL20953,"Park Road about 270 feet east of intersection with Trailwood Drive near Port Lavaca, TX",,,TX,Calhoun County,,No,28.6937,-96.66576,21330,Gulf of Mexico,20953,180,2,4,Orange painted stake near Park Road - south edge of pavement.,9/7/2017 5:00:00 AM,9.487,2,6,N/A,8137,7,0,1,5381,,Coastal,9/5/2017 5:00:00 AM,1,2,1760,1787,0.16,,0905_1045_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
28.72524,-96.76817,28.72524,-96.76817,Harvey Aug 2017,Debris,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Glenn Harwell,Stake,Handheld GPS,NAD83,Kristine Blickenstaff,Kellan Strauch,TXVIC20954,"USGS Streamflow Gaging Station 08164800, On Placebo Creek @ FM 616.",,,TX,Victoria County,,No,28.72524,-96.76817,21331,Placebo Creek,20954,180,2,2,left bank upstream side,9/7/2017 5:00:00 AM,33.245,2,6,Left,8167,7,0,1,5396,,Riverine,9/5/2017 5:00:00 AM,1,2,1760,1787,0.16,,0905_1200_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
28.72527,-96.76822,28.72527,-96.76822,Harvey Aug 2017,Debris,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Glenn Harwell,Stake,Handheld GPS,NAD83,Kristine Blickenstaff,Kellan Strauch,TXVIC20954,"USGS Streamflow Gaging Station 08164800, On Placebo Creek @ FM 616.",,,TX,Victoria County,,No,28.72524,-96.76817,21332,Placebo Creek,20954,180,2,2,left bank downstream side,9/7/2017 5:00:00 AM,32.506,2,6,Left,8166,7,0,1,5396,,Riverine,9/5/2017 5:00:00 AM,1,2,1760,1787,0.16,,0905_1200_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.63025,-95.71449,29.63025,-95.71449,Harvey Aug 2017,Mud,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Nail and HWM tag,Handheld GPS,NAD83,Christopher Traft,Amy Simonson,TXFOR20951,Jester Staff development area,,,TX,Fort Bend County,,No,29.63086,-95.71703,21346,Oyster Creek,20951,180,1,3,Near gate and near sign for Harvest Green construction office,9/20/2017 4:00:00 AM,79.4,2,6,Right,9432,6,0,1,6067,level 3 survey; +0.03' GNSS adjustment; field readings 79.363,Riverine,9/7/2017 4:00:00 AM,1,2,1791,900,0.1,0.2,0907_0930_3,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.61876,-95.68355,29.61876,-95.68355,Harvey Aug 2017,Mud,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Paint,Handheld GPS,NAD83,Christopher Traft,Amy Simonson,TXFOR20988,Oyster Creek and FM 1464,,,TX,Fort Bend County,,No,29.61876,-95.68355,21376,Oyster Creek,20988,180,1,2,On concrete on SW side of bridge,9/20/2017 4:00:00 AM,80.4,2,6,Right,9434,3,0,1,6068,level 3 survey; +0.03' GNSS adjustment; field reading 80.322,Riverine,9/7/2017 4:00:00 AM,1,2,1791,900,0.1,0.1,0907_1030_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.15013,-95.30852,29.15013,-95.30852,Harvey Aug 2017,Debris,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Jeremy McDowell,Tape,Handheld GPS,NAD83,Kristine Blickenstaff,Kellan Strauch,TXBRA20989,Enterprise Products Fence off highway FM2004,,,TX,Brazoria County,,No,29.15013,-95.30852,21377,Gulf of Mexico,20989,180,2,1,Debris line can be found on the fence facing east. The fence is surrounding a fence off the highway.,9/12/2017 5:00:00 AM,9.331,2,6,N/A,8328,2,3.43,1,5436,,Coastal,9/4/2017 5:00:00 AM,1,2,1760,1787,0.00392,0.01,0904_0926_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.15013,-95.30852,29.15013,-95.30852,Harvey Aug 2017,Debris,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Jeremy McDowell,Tape,Handheld GPS,NAD83,Kristine Blickenstaff,Kellan Strauch,TXBRA20989,Enterprise Products Fence off highway FM2004,,,TX,Brazoria County,,No,29.15013,-95.30852,21378,Gulf of Mexico,20989,180,2,1,A petroleum pipeline marker about 5ft from the fence.,9/12/2017 5:00:00 AM,7.459,2,6,N/A,8329,2,1.89,1,5436,,Coastal,9/4/2017 5:00:00 AM,1,2,1760,1787,0.00392,0.01,0904_0926_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.0956,-95.2828,29.0956,-95.2828,Harvey Aug 2017,Debris,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Jeremy McDowell,Tape,Handheld GPS,NAD83,Kristine Blickenstaff,Kellan Strauch,TXBRA20996,Bastrop Bayou picnic area. Downstream from the bridge,,,TX,Brazoria County,,No,29.0956,-95.2828,21385,Gulf of Mexico,20996,180,2,1,Seed Line is found on the downstream side of the park bench,9/12/2017 5:00:00 AM,6.211,2,6,N/A,8322,2,1.79,1,5437,,Coastal,9/4/2017 5:00:00 AM,1,2,1760,1787,0.00392,0.01,0904_1010_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.0956,-95.2828,29.0956,-95.2828,Harvey Aug 2017,Debris,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Jeremy McDowell,Tape,Handheld GPS,NAD83,Kristine Blickenstaff,Kellan Strauch,TXBRA20996,Bastrop Bayou picnic area. Downstream from the bridge,,,TX,Brazoria County,,No,29.0956,-95.2828,21395,Gulf of Mexico,20996,180,2,1,Found on the sign identifying the picnic area,9/12/2017 5:00:00 AM,5.769,2,6,N/A,8323,2,0.31,1,5437,,Coastal,9/4/2017 5:00:00 AM,1,2,1760,1787,0.00392,0.01,0904_1010_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.0956,-95.2828,29.0956,-95.2828,Harvey Aug 2017,Debris,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Jeremy McDowell,Tape,Handheld GPS,NAD83,Kristine Blickenstaff,Kellan Strauch,TXBRA20996,Bastrop Bayou picnic area. Downstream from the bridge,,,TX,Brazoria County,,No,29.0956,-95.2828,21396,Gulf of Mexico,20996,180,2,1,Debris line found on the shore near the sign.,9/12/2017 5:00:00 AM,5.95,2,6,N/A,8324,2,0,1,5437,,Coastal,9/4/2017 5:00:00 AM,1,2,1760,1787,0.00392,0.01,0904_1010_3,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.61974,-95.68357,29.61974,-95.68357,Harvey Aug 2017,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Paint,Handheld GPS,NAD83,Christopher Traft,Amy Simonson,TXFOR20988,Oyster Creek and FM 1464,,,TX,Fort Bend County,,No,29.61876,-95.68355,21397,Oyster Creek,20988,180,5,2,NE side of bridge on concrete,9/20/2017 4:00:00 AM,80.9,2,6,Left,9433,3,1.3,1,6068,level 3 survey; +0.03' GNSS adjustment; field readings RTK 83.659-2.78 TD,Riverine,9/7/2017 4:00:00 AM,1,2,1791,900,0.1,0.1,0907_1030_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
28.80742,-95.95085,28.80742,-95.95085,Harvey Aug 2017,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Jeremy McDowell,Marker,Handheld GPS,NAD83,Dan Kobzar,Dan Kobzar,TXMAT20885,Bridge on the HW 521 crossing Big Boggy Creek.,,,TX,Matagorda County,,No,28.80742,-95.95085,21410,Big Boggy Creek,20885,180,5,2,"Texas HWY 521, bridge at Big Boggy Creek. HWM is a seed line under the bridge on bridge abutment, right upstream side, mark considered good. Tape down from mark was 1.13 feet to bridge apron.",9/6/2017 5:00:00 AM,26.851,2,6,Right,9845,4,,1,6346,Mark is not accessible for survey. Traced line to accessible point with hand level.,Riverine,9/6/2017 5:00:00 AM,1,2,1744,1744,0.131234,0.1,0906_1730_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.0636,-95.3213,29.0636,-95.3213,Harvey Aug 2017,Debris,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Jeremy McDowell,Stake,Handheld GPS,NAD83,Kristine Blickenstaff,Kellan Strauch,TXBRA21015,Brazoria National Wildlife Refuge Enterance,,,TX,Brazoria County,,No,29.0636,-95.3213,21411,Gulf of Mexico,21015,180,2,1,Debris line behind the Brazoria National Wildlife Refuge sign,9/12/2017 5:00:00 AM,6.845,2,6,N/A,8320,7,0,1,5438,,Coastal,9/4/2017 5:00:00 AM,1,2,1760,1787,0.00392,0.01,0904_1107_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.0636,-95.3213,29.0636,-95.3213,Harvey Aug 2017,Mud,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Jeremy McDowell,Tape,Handheld GPS,NAD83,Kristine Blickenstaff,Kellan Strauch,TXBRA21015,Brazoria National Wildlife Refuge Enterance,,,TX,Brazoria County,,No,29.0636,-95.3213,21412,Gulf of Mexico,21015,180,1,1,Smaller yellow sign behind the stop sign.,9/12/2017 5:00:00 AM,7.448,2,6,N/A,8321,2,1.42,1,5438,,Coastal,9/4/2017 5:00:00 AM,1,2,1760,1787,0.00392,0.01,0904_1107_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.0676,-95.3598,29.0676,-95.3598,Harvey Aug 2017,Mud,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Jeremy McDowell,Tape,Handheld GPS,NAD83,Kristine Blickenstaff,Kellan Strauch,TXBRA21016,Bridge Near Brazoria County Road 231,,,TX,Brazoria County,,No,29.0676,-95.3598,21413,Gulf of Mexico,21016,180,1,1,Yellow Marked Power line Northern end of the bridge,9/12/2017 5:00:00 AM,10.616,2,6,N/A,8325,2,1.27,1,5441,,Coastal,9/4/2017 5:00:00 AM,1,2,1760,1787,0.00392,0.01,0904_1130_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.0676,-95.3598,29.0676,-95.3598,Harvey Aug 2017,Mud,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Jeremy McDowell,Tape,Handheld GPS,NAD83,Kristine Blickenstaff,Kellan Strauch,TXBRA21016,Bridge Near Brazoria County Road 231,,,TX,Brazoria County,,No,29.0676,-95.3598,21414,Gulf of Mexico,21016,180,1,1,Fence line along the  eastern side of the road,9/12/2017 5:00:00 AM,9.864,2,6,N/A,8326,2,1.48,1,5441,,Coastal,9/4/2017 5:00:00 AM,1,2,1760,1787,0.00392,0.02,0904_1130_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.0676,-95.3598,29.0676,-95.3598,Harvey Aug 2017,Mud,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Jeremy McDowell,,Handheld GPS,NAD83,Kristine Blickenstaff,Kellan Strauch,TXBRA21016,Bridge Near Brazoria County Road 231,,,TX,Brazoria County,,No,29.0676,-95.3598,21415,Gulf of Mexico,21016,180,1,1,Debris Mark on the eastern end of the road.,9/12/2017 5:00:00 AM,9.737,2,6,N/A,8327,,0,1,5441,,Coastal,9/4/2017 5:00:00 AM,1,2,1760,1787,0.00392,0.02,0904_1130_3,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.11175,-95.37351,29.11175,-95.37351,Harvey Aug 2017,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Jeremy McDowell,Tape,Handheld GPS,NAD83,Kristine Blickenstaff,Kellan Strauch,TXBRA21018,Intersection by the Shuman Boats and R.V. Storage sign.  Lang Shores Dr and 38th,,,TX,Brazoria County,,No,29.11175,-95.37351,21416,Gulf of Mexico,21018,180,5,1,Green Att Box at the intersection,9/12/2017 5:00:00 AM,6.771,2,6,N/A,8316,2,1.05,1,5446,,Coastal,9/4/2017 5:00:00 AM,1,2,1760,1787,0.00392,0.01,0904_1217_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.11175,-95.37351,29.11175,-95.37351,Harvey Aug 2017,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Jeremy McDowell,Tape,Handheld GPS,NAD83,Kristine Blickenstaff,Kellan Strauch,TXBRA21018,Intersection by the Shuman Boats and R.V. Storage sign.  Lang Shores Dr and 38th,,,TX,Brazoria County,,No,29.11175,-95.37351,21417,Gulf of Mexico,21018,180,5,1,On the green road sign (458B),9/12/2017 5:00:00 AM,6.711,2,6,N/A,8317,2,1.05,1,5446,,Coastal,9/4/2017 5:00:00 AM,1,2,1760,1787,0.00392,0.01,0904_1217_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.6264,-95.68095,29.6264,-95.68095,Harvey Aug 2017,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Nail and HWM tag,Handheld GPS,NAD83,Christopher Traft,Amy Simonson,TXFOR21017,Pumpkin Lake,,,TX,Fort Bend County,,No,29.62512,-95.6804,21418,Pumpkin Lake,21017,180,5,2,13050 Forester Lane. Back fence,9/20/2017 4:00:00 AM,80.6,2,6,N/A,9436,6,0.77,1,6069,level 3 survey; +0.03' GNSS adjustment; field readings RTK 79.852+0.75 TU,Riverine,9/7/2017 4:00:00 AM,1,2,1791,900,0.1,0.1,0907_1115_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.11175,-95.37351,29.11175,-95.37351,Harvey Aug 2017,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Jeremy McDowell,Tape,Handheld GPS,NAD83,Kristine Blickenstaff,Kellan Strauch,TXBRA21018,Intersection by the Shuman Boats and R.V. Storage sign.  Lang Shores Dr and 38th,,,TX,Brazoria County,,No,29.11175,-95.37351,21419,Gulf of Mexico,21018,180,5,1,White house on the street corner. Owner of the home gave her permission.,9/12/2017 5:00:00 AM,7.489,2,6,N/A,8318,2,1,1,5446,,Coastal,9/4/2017 5:00:00 AM,1,2,1760,1787,0.00392,0.01,0904_1217_3,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.62512,-95.6804,29.62512,-95.6804,Harvey Aug 2017,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Nail and HWM tag,Handheld GPS,NAD83,Christopher Traft,Amy Simonson,TXFOR21017,Pumpkin Lake,,,TX,Fort Bend County,,No,29.62512,-95.6804,21420,Pumpkin Lake,21017,180,5,2,Near tree near fence for pool house,9/20/2017 4:00:00 AM,80.5,2,6,N/A,9435,6,0,1,6069,level 3 survey; +0.03' GNSS adjustment; field readings 80.449,Riverine,9/7/2017 4:00:00 AM,1,2,1791,900,0.1,0.1,0907_1115_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.1256,-95.45393,29.1256,-95.45393,Harvey Aug 2017,Mud,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Jeremy McDowell,Tape,Handheld GPS,NAD83,Kristine Blickenstaff,Kellan Strauch,TXBRA21019,Intersection of CR-220 and CR220B,,,TX,Brazoria County,,No,29.1256,-95.45393,21421,Gulf of Mexico,21019,180,1,1,"Road light closest SH-88. Nearest the ""One-Way Sign""",9/12/2017 5:00:00 AM,24.542,2,6,N/A,8315,2,3.12,1,5448,,Coastal,9/4/2017 5:00:00 AM,1,2,1760,1787,0.00392,0.02,0904_1310_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.1256,-95.45393,29.1256,-95.45393,Harvey Aug 2017,Mud,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Jeremy McDowell,Tape,Handheld GPS,NAD83,Kristine Blickenstaff,Kellan Strauch,TXBRA21019,Intersection of CR-220 and CR220B,,,TX,Brazoria County,,No,29.1256,-95.45393,21422,Gulf of Mexico,21019,180,1,1,"Wood Post near the yield sign. Measurements difficult do to relatively debris free water, and minimal receding.",9/12/2017 5:00:00 AM,23.629,2,6,N/A,8314,2,2.35,1,5448,,Coastal,9/4/2017 5:00:00 AM,1,2,1760,1787,0.00392,0.02,0904_1310_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.11085,-95.45239,29.11085,-95.45239,Harvey Aug 2017,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Jeremy McDowell,Tape,Handheld GPS,NAD83,Kristine Blickenstaff,Kellan Strauch,TXBRA21020,Closest measurement to the airport. Off SH-88 bridge near the Jackson Lake welcome sign,,,TX,Brazoria County,,No,29.11085,-95.45239,21423,Gulf of Mexico,21020,180,5,1,Underneath the SH-88 Bridge.,9/12/2017 5:00:00 AM,22.157,2,6,N/A,8312,2,2.08,1,5449,,Coastal,9/4/2017 5:00:00 AM,1,2,1760,1787,0.00392,0.02,0904_1345_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.11085,-95.45239,29.11085,-95.45239,Harvey Aug 2017,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Jeremy McDowell,Tape,Handheld GPS,NAD83,Kristine Blickenstaff,Kellan Strauch,TXBRA21020,Closest measurement to the airport. Off SH-88 bridge near the Jackson Lake welcome sign,,,TX,Brazoria County,,No,29.11085,-95.45239,21424,Gulf of Mexico,21020,180,5,1,Southwest of the HWM made under the bridge. A tree marked with salmon colored tap,9/12/2017 5:00:00 AM,22.503,2,6,N/A,8313,2,1.43,1,5449,,Coastal,9/4/2017 5:00:00 AM,1,2,1760,1787,0.00392,0.02,0904_1345_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.0437,-95.4429,29.0437,-95.4429,Harvey Aug 2017,Present at peak (direct observation),Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Jeremy McDowell,Tape,Handheld GPS,NAD83,Kristine Blickenstaff,Kellan Strauch,TXBRA21021,The Bridge on Yaupon Street,,,TX,Brazoria County,,No,29.0437,-95.4429,21425,Gulf of Mexico,21021,180,8,1,Northeastern side of the river. Tagged The chainlink fence connected to the brown fence,9/12/2017 5:00:00 AM,15.524,2,6,N/A,8311,2,0.54,1,5450,,Coastal,9/4/2017 5:00:00 AM,1,2,1760,1787,0.00392,0.01,0904_1448_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
28.739352,-96.663501,28.739352,-96.663501,Harvey Aug 2017,Debris,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Jeremy McDowell,Stake,Handheld GPS,NAD83,Glenn Harwell,Jonathan Thomas,TXJAC21022,FM 328,,,TX,Jackson County,,No,28.739352,-96.663501,21426,unknown,21022,180,2,2,DEBRIS LINE IN YARD 20 FT FROM ROAD. MARKED WITH FLAG AND TAPE IN FRONT OF HOUSE.,9/8/2017 5:00:00 AM,10.135,2,6,N/A,7570,7,0,1,5144,,Coastal,9/5/2017 5:00:00 AM,1,2,1762,1770,0.095144,,0905_0915_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
28.739369,-96.663467,28.739369,-96.663467,Harvey Aug 2017,Mud,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Not marked,Handheld GPS,NAD83,Glenn Harwell,Jonathan Thomas,TXJAC21022,FM 328,,,TX,Jackson County,,No,28.739352,-96.663501,21428,unknown,21022,180,1,2,ANOTHER POINT ON SHED AT INTERSECTION 75 FT AWAY FROM OTHER MARK. DID NOT MART DUE TO PRIVATE PROPERTY. Height above ground of 3.25 feet was taken from picture.,9/8/2017 5:00:00 AM,10.64,2,6,N/A,10107,8,3.25,1,5144,,Coastal,9/5/2017 5:00:00 AM,1,2,1762,1770,0.095144,,0905_0915_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.63411,-95.6517,29.63411,-95.6517,Harvey Aug 2017,Mud,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Paint,Handheld GPS,NAD83,Christopher Traft,Amy Simonson,TXFOR21023,RT 6 over Oyster creek,,,TX,Fort Bend County,,No,29.63411,-95.6517,21429,Oyster creek,21023,180,1,2,Sw side of bridge,9/19/2017 4:00:00 AM,77.4,2,6,Right,9439,3,0,1,6070,level 3 survey; field readings 77.284; +0.10' GNSS adjustment,Riverine,9/7/2017 4:00:00 AM,1,2,1791,900,0.2,0.1,0907_1200_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.63467,-95.65169,29.63467,-95.65169,Harvey Aug 2017,Debris,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Paint,Handheld GPS,NAD83,Christopher Traft,Amy Simonson,TXFOR21023,RT 6 over Oyster creek,,,TX,Fort Bend County,,No,29.63411,-95.6517,21430,Oyster creek,21023,180,2,2,Nw side of bridge,9/19/2017 4:00:00 AM,77.6,2,6,Left,9438,3,0,1,6070,level 3 survey; field reading 77.534; +0.10' GNSS adjustment,Riverine,9/7/2017 4:00:00 AM,1,2,1791,900,0.2,0.1,0907_1200_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.61528,-95.64497,29.61528,-95.64497,Harvey Aug 2017,Debris,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Nail and HWM tag,Handheld GPS,NAD83,Christopher Traft,Amy Simonson,TXFOR21025,Drainage under US 90 Alt east of SH 6,,,TX,Fort Bend County,,No,29.61528,-95.64497,21432,Tributary to Oyster Creek,21025,180,2,2,Right next to dam south of  90 Alt,9/19/2017 4:00:00 AM,71.8,2,6,Right,9441,6,0,1,6072,level 3 survey; field reading 71.671; +0.10' GNSS adjustment,Riverine,9/7/2017 4:00:00 AM,1,2,1791,900,0.2,0.1,0907_1230_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.61503,-95.64547,29.61503,-95.64547,Harvey Aug 2017,Debris,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Nail and HWM tag,Handheld GPS,NAD83,Christopher Traft,Amy Simonson,TXFOR21025,Drainage under US 90 Alt east of SH 6,,,TX,Fort Bend County,,No,29.61528,-95.64497,21433,Tributary to Oyster Creek,21025,180,2,2,Near dam south of 90 Alt,9/19/2017 4:00:00 AM,71.2,2,6,Left,9442,6,0,1,6072,level 3 survey; field reading 71.103; +0.10' GNSS adjustment,Riverine,9/7/2017 4:00:00 AM,1,2,1791,900,0.2,0.1,0907_1230_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
28.80742,-95.95085,28.80742,-95.95085,Harvey Aug 2017,Mud,VP: > 0.40 ft,NAVD88,RT-GNSS,Jeremy McDowell,Stake,Handheld GPS,NAD83,Dan Kobzar,Dan Kobzar,TXMAT20885,Bridge on the HW 521 crossing Big Boggy Creek.,,,TX,Matagorda County,,No,28.80742,-95.95085,21434,Big Boggy Creek,20885,180,1,5,"Texas HWY 521, bridge at Big Boggy Creek. HWM is debris and mud mark on right downstream highway right-away,
mark considered poor. water was above the bridge girders, bridge opening acting as a contracted opening,
explains the HWM difference.",9/6/2017 4:00:00 AM,25.843,2,6,Right,9846,7,0,1,6346,Elevation is final. No further adjustments necessary.,Riverine,9/6/2017 4:00:00 AM,1,2,1744,1744,0.131234,0.5,0906_1730_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
28.79972,-96.70123,28.79972,-96.70123,Harvey Aug 2017,Debris,Good: +/- 0.10 ft,NAVD88,Static-GNSS,Jeremy McDowell,Paint,Handheld GPS,NAD83,Glenn Harwell,Jonathan Thomas,TXJAC21028,BENNETT PARK ROAD,,,TX,Jackson County,,No,28.79972,-96.70123,21437,unknown,21028,180,2,2,"DIRECTLY LEFT OF GATE ON POST, MARKED WITH FLAG AND TAPE.",9/8/2017 5:00:00 AM,11.063,2,7,N/A,8124,3,3.75,1,5165,,Coastal,9/5/2017 5:00:00 AM,1,2,1762,1770,0.055774,,0905_1005_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
28.79972,-96.70123,28.79972,-96.70123,Harvey Aug 2017,Debris,Good: +/- 0.10 ft,NAVD88,Static-GNSS,Jeremy McDowell,Stake,Handheld GPS,NAD83,Glenn Harwell,Jonathan Thomas,TXJAC21028,BENNETT PARK ROAD,,,TX,Jackson County,,No,28.79972,-96.70123,21438,unknown,21028,180,2,2,"TO THE LEFT OF GATE ABOUT 20 FT, MARKED WITH FLAG, TAPE, AND PAINT.",9/8/2017 5:00:00 AM,11.621,2,7,N/A,8125,7,0,1,5165,,Coastal,9/5/2017 5:00:00 AM,1,2,1762,1770,0.055774,,0905_1005_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
28.800518,-96.656201,28.800518,-96.656201,Harvey Aug 2017,Debris,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Jeremy McDowell,Paint,Handheld GPS,NAD83,Glenn Harwell,Jonathan Thomas,TXJAC21033,BRIDGE,,,TX,Jackson County,,No,28.800518,-96.656201,21441,unknown,21033,180,2,2,"SEED LINE UNDER BRIDGE MARKED WITH PAINT AND TAPE, DOWNSTREAM LEFT.",9/8/2017 5:00:00 AM,31.056,2,6,N/A,7572,3,6.8,1,5145,,Riverine,9/5/2017 5:00:00 AM,1,2,1762,1770,0.095144,,0905_1135_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
